t,V,V_sum,sea_level,sea_level_cumulative
2020.0,1671003.6026749513,1671003.6026749513,4.233926071591333e-06,4.233926071591333e-06
2020.25,1664501.4080788097,3335505.010753761,4.217451055511718e-06,8.45137712710305e-06
2020.5,1657959.011159499,4993464.02191326,4.200874176297917e-06,1.2652251303400968e-05
2020.75,1651375.7988701253,6644839.820783386,4.184193880634772e-06,1.683644518403574e-05
2021.0,1644751.1504537398,8289590.971237126,4.167408595671674e-06,2.1003853779707413e-05
2021.25,1638084.4372956925,9927675.408532819,4.150516728648472e-06,2.5154370508355885e-05
2021.5,1631375.022772776,11559050.431305595,4.133516666513229e-06,2.9287887174869114e-05
2021.75,1624622.2620986227,13183672.693404218,4.116406775530501e-06,3.340429395039961e-05
2022.0,1617825.5021654586,14801498.195569677,4.099185400880378e-06,3.750347935127999e-05
2022.25,1610984.0813821685,16412482.276951846,4.081850866248178e-06,4.158533021752817e-05
2022.5,1604097.3295087097,18016579.606460556,4.064401473404895e-06,4.5649731690933065e-05
2022.75,1597164.5674866994,19613744.173947256,4.0468355017779395e-06,4.9696567192711004e-05
2023.0,1590185.1072652354,21203929.28121249,4.02915120800982e-06,5.372571840072083e-05
2023.25,1583158.251623594,22787087.532836083,4.0113468255088906e-06,5.773706522622972e-05
2023.5,1576083.2939886567,24363170.82682474,3.993420563986765e-06,6.173048579021648e-05
2023.75,1568959.5182490665,25932130.345073804,3.975370608987424e-06,6.570585639920391e-05
2024.0,1561786.1985634845,27493916.54363729,3.957195121401385e-06,6.966305152060529e-05
2024.25,1554562.599165787,29048479.142803077,3.938892236972121e-06,7.36019437575774e-05
2024.5,1547287.974163919,30595767.116966996,3.920460065786401e-06,7.752240382336381e-05
2024.75,1539961.5673350417,32135728.68430204,3.901896691755243e-06,8.142430051511905e-05
2025.0,1532582.6119148587,33668311.2962169,3.883200172080115e-06,8.530750068719917e-05
2025.25,1525150.3303823266,35193461.62659922,3.864368536707443e-06,8.917186922390661e-05
2025.5,1517663.9342381277,36711125.56083735,3.8453997877673185e-06,9.301726901167393e-05
2025.75,1510122.6237787523,38221248.184616104,3.82629189900107e-06,9.6843560910675e-05
2026.0,1502525.587863922,39723773.772480026,3.8070428151719715e-06,0.00010065060372584696
2026.25,1494872.0036786762,41218645.776158705,3.787650451462427e-06,0.00010443825417730939
2026.5,1487161.0364891493,42705806.81264786,3.7681126928551685e-06,0.00010820636687016455
2026.75,1479391.8393924723,44185198.65204033,3.748427393499563e-06,0.00011195479426366411
2027.0,1471563.553059681,45656762.205100015,3.728592376060205e-06,0.00011568338663972432
2027.25,1463675.3054724613,47120437.51057248,3.708605431049893e-06,0.00011939199207077421
2027.5,1455726.2116535094,48576163.72222599,3.6884643161464245e-06,0.00012308045638692063
2027.75,1447715.3733885025,50023879.095614485,3.668166755488136e-06,0.00012674862314240875
2028.0,1439641.8789423588,51463520.97455684,3.6477104389549723e-06,0.00013039633358136372
2028.25,1431499.7831268047,52895020.75768364,3.627080302852522e-06,0.00013402341388421625
2028.5,1423248.7737358678,54318269.53141951,3.6061742056296854e-06,0.00013762958808984592
2028.75,1414878.0706011385,55733147.60202064,3.5849648329012556e-06,0.00014121455292274719
2029.0,1406385.3848472317,57139532.986867875,3.563446385200881e-06,0.00014477799930794806
2029.25,1397755.2013952227,58537288.188263096,3.5415795510052014e-06,0.00014831957885895326
2029.5,1388979.8074816025,59926267.9957447,3.519344788004162e-06,0.00015183892364695743
2029.75,1380057.5533999873,61306325.549144685,3.4967379162337834e-06,0.0001553356615631912
2030.0,1370986.764544541,62677312.313689224,3.473754692640791e-06,0.000158809416255832
