t,V,V_sum,sea_level,sea_level_cumulative
2020.0,368847655.09999436,368847655.09999436,0.0009345723138317946,0.0009345723138317946
2020.25,367815357.9030835,736663013.0030779,0.0009319567180253971,0.0018665290318571918
2020.5,366786153.7621145,1103449166.7651925,0.0009293489592877962,0.002795877991144988
2020.75,365760034.4476825,1469209201.212875,0.000926749016767635,0.003722627007912623
2021.0,364736991.74973696,1833946192.962612,0.0009241568696625966,0.00464678387757522
2021.25,363717017.47751904,2197663210.440131,0.000921572497219244,0.005568356374794464
2021.5,362700103.4595309,2560363313.899662,0.0009189958787329438,0.0064873522535274075
2021.75,361686241.54351294,2922049555.443175,0.000916426993547807,0.0074037792470752145
2022.0,360675423.59637445,3282724979.0395494,0.0009138658210565143,0.008317645068131728
2022.25,359667641.50420076,3642392620.5437503,0.0009113123407003339,0.009228957408832061
2022.5,358662887.1721621,4001055507.7159123,0.0009087665319688908,0.010137723940800952
2022.75,357661152.52451855,4358716660.240431,0.0009062283744001787,0.011043952315201132
2023.0,356662429.5045654,4715379089.744996,0.0009036978475804227,0.011947650162781554
2023.25,355666710.0745837,5071045799.81958,0.0009011749311439524,0.012848825093925507
2023.5,354673986.21582615,5425719786.035406,0.0008986596047731679,0.013747484698698676
2023.75,353684249.928476,5779404035.963882,0.0008961518481984342,0.01464363654689711
2024.0,352697493.2315861,6132101529.195469,0.0008936516411979276,0.015537288188095038
2024.25,351713708.16306883,6483815237.358538,0.0008911589635976102,0.016428447151692647
2024.5,350732886.7796468,6834548124.138185,0.0008886737952711045,0.017317120946963752
2024.75,349755021.15682137,7184303145.295006,0.0008861961161396138,0.018203317063103366
2025.0,348780103.3888254,7533083248.683831,0.0008837259061718028,0.01908704296927517
2025.25,347808125.5885998,7880891374.272431,0.0008812631453837378,0.019968306114658906
2025.5,346839079.88773847,8227730454.16017,0.0008788078138387475,0.020847113928497654
2025.75,345872958.4364897,8573603412.59666,0.0008763598916474263,0.02172347382014508
2026.0,344909753.4036599,8918513166.00032,0.0008739193589673902,0.02259739317911247
2026.25,343949456.9766372,9262462622.976957,0.0008714861960033375,0.023468879375115808
2026.5,342992061.361312,9605454684.33827,0.0008690603830068461,0.024337939758122654
2026.75,342037558.7820661,9947492243.120337,0.0008666419002763476,0.025204581658399002
2027.0,341085941.48173654,10288578184.602074,0.0008642307281570338,0.026068812386556037
2027.25,340137201.7215534,10628715386.323627,0.0008618268470407009,0.02693063923359674
2027.5,339191331.78112715,10967906718.104755,0.0008594302373657162,0.027790069470962454
2027.75,338248323.95841205,11306155042.063168,0.0008570408796169257,0.028647110350579378
2028.0,337308170.56965786,11643463212.632826,0.0008546587543255324,0.029501769104904912
2028.25,336370863.949404,11979834076.58223,0.0008522838420690805,0.03035405294697399
2028.5,335436396.4503889,12315270473.03262,0.0008499161234712263,0.031203969070445217
2028.75,334504760.44356674,12649775233.476187,0.0008475555792017806,0.032051524649647
2029.0,333575948.3180513,12983351181.794237,0.000845202189976566,0.032896726839623566
2029.25,332649952.4810774,13316001134.275314,0.0008428559365573196,0.03373958277618089
2029.5,331726765.35797125,13647727899.633286,0.0008405167997516186,0.034580099575932506
2029.75,330806379.3921236,13978534279.02541,0.0008381847604128096,0.035418284336345314
2030.0,329888787.0449234,14308423066.070333,0.0008358597994398446,0.036254144135785156
2030.25,328973980.7957669,14637397046.8661,0.0008335418977772997,0.03708768603356245
2030.5,328061953.1419952,14965459000.008095,0.0008312310364152208,0.03791891706997767
2030.75,327152696.598854,15292611696.606949,0.0008289271963890188,0.03874784426636669
2031.0,326246203.6994755,15618857900.306425,0.0008266303587794246,0.039574474625146114
2031.25,325342466.994835,15944200367.30126,0.0008243405047123801,0.0403988151298585
2031.5,324441479.0537359,16268641846.354996,0.0008220576153589985,0.0412208727452175
2031.75,323543232.46272707,16592185078.817722,0.0008197816719353563,0.04204065441715285
2032.0,322647719.82612836,16914832798.64385,0.0008175126557025575,0.042858167072855405
2032.25,321754933.7659557,17236587732.409805,0.0008152505479665435,0.04367341762082195
2032.5,320864866.92188483,17557452599.33169,0.0008129953300780016,0.04448641295089995
2032.75,319977511.9512491,17877430111.28294,0.000810746983432359,0.04529715993433231
2033.0,319092861.52898204,18196522972.81192,0.0008085054894696382,0.04610566542380195
2033.25,318210908.3475841,18514733881.159504,0.0008062708296743713,0.04691193625347632
2033.5,317331645.1171,18832065526.276604,0.0008040429855755442,0.04771597923905186
2033.75,316455064.565055,19148520590.84166,0.0008018219387464338,0.048517801177798296
2034.0,315581159.43646824,19464101750.27813,0.0007996076708046424,0.04931740884860294
2034.25,314709922.49378526,19778811672.771915,0.0007974001634119271,0.050114809012014865
2034.5,313841346.51684815,20092653019.288765,0.000795199398274123,0.05091000841028899
2034.75,312975424.30286396,20405628443.59163,0.0007930053571410645,0.051703013767430056
2035.0,312112148.6663873,20717740592.258015,0.0007908180218065404,0.0524938317892366
2035.25,311251512.4392501,21028992104.697266,0.0007886373741081159,0.05328246916334471
2035.5,310393508.4705723,21339385613.16784,0.0007864633959271601,0.05406893255927187
2035.75,309538129.62670034,21648923742.79454,0.0007842960691886901,0.054853228628460565
2036.0,308685368.7911731,21957609111.585712,0.0007821353758612845,0.05563536400432185
2036.25,307835218.8646948,22265444330.45041,0.0007799812979570141,0.05641534530227886
2036.5,306987672.765117,22572432003.215527,0.0007778338175313984,0.057193179119810256
2036.75,306142723.4273706,22878574726.6429,0.0007756929166832307,0.057968872036493486
2037.0,305300363.8034743,23183875090.446373,0.0007735585775546008,0.05874243061404809
2037.25,304460586.8624656,23488335677.308838,0.0007714307823307209,0.059513861396378806
2037.5,303623385.5903878,23791959062.899227,0.000769309513239891,0.0602831709096187
2037.75,302788752.9902489,24094747815.889477,0.0007671947525533963,0.06105036566217209
2038.0,301956682.081983,24396704497.97146,0.000765086482585408,0.0618154521447575
2038.25,301127165.9024502,24697831663.87391,0.0007629846856929845,0.06257843683045049
2038.5,300300197.5053579,24998131861.37927,0.0007608893442758708,0.06333932617472636
2038.75,299475769.9612552,25297607631.340523,0.0007588004407764846,0.06409812661550285
2039.0,298653876.3574921,25596261507.698013,0.0007567179576798138,0.06485484457318266
2039.25,297834509.7982021,25894096017.496216,0.000754641877513371,0.06560948645069603
2039.5,297017663.4042395,26191113680.900455,0.0007525721828470355,0.06636205863354307
2039.75,296203330.3131748,26487317011.21363,0.0007505088562930418,0.06711256748983611
2040.0,295391503.67925084,26782708514.892883,0.0007484518805058679,0.06786101937034199
2040.25,294582176.67334664,27077290691.56623,0.0007464012381821437,0.06860742060852414
2040.5,293775342.4829503,27371066034.049183,0.0007443569120605831,0.06935177752058472
2040.75,292970994.31213737,27664037028.36132,0.000742318884921928,0.07009409640550665
2041.0,292169125.38150793,27956206153.74283,0.0007402871395887906,0.07083438354509544
2041.25,291369728.9281934,28247575882.67102,0.000738261658925668,0.07157264520402111
2041.5,290572798.2057919,28538148680.876812,0.0007362424258387815,0.07230888762985989
2041.75,289778326.48435307,28827927007.361164,0.0007342294232760358,0.07304311705313593
2042.0,288986307.0503374,29116913314.411503,0.0007322226342269171,0.07377533968736284
2042.25,288196652.19734216,29405109966.608845,0.0007302218364642415,0.07450556152382709
2042.5,287408284.1289961,29692518250.737843,0.0007282242991081058,0.07523378582293519
2042.75,286620847.42736113,29979139098.165203,0.0007262291216139082,0.0759600149445491
2043.0,285834323.27677965,30264973421.441982,0.0007242362563072432,0.07668425120085634
2043.25,285048692.7035721,30550022114.145554,0.0007222456551133152,0.07740649685596966
2043.5,284263936.57287824,30834286050.718433,0.0007202572695489351,0.0781267541255186
2043.75,283480035.5853371,31117766086.303772,0.0007182710507141083,0.07884502517623271
2044.0,282696970.2737335,31400463056.577507,0.0007162869492835369,0.07956131212551625
