t,V,V_sum,sea_level,sea_level_cumulative
2020.0,5013010.8080248535,5013010.8080248535,1.2701778214773997e-05,1.2701778214773997e-05
2020.25,4993504.224236429,10006515.032261282,1.2652353166535154e-05,2.535413138130915e-05
2020.5,4973877.033478497,14980392.065739779,1.2602622528893751e-05,3.79567539102029e-05
2020.75,4954127.396610376,19934519.462350156,1.2552581641904316e-05,5.050933555210722e-05
2021.0,4934253.451361219,24868772.913711376,1.2502225787015024e-05,6.301156133912224e-05
2021.25,4914253.311887078,29783026.225598454,1.2451550185945417e-05,7.546311152506766e-05
2021.5,4894125.068318328,34677151.293916784,1.2400549999539688e-05,8.786366152460735e-05
2021.75,4873866.786295868,39551018.08021265,1.2349220326591503e-05,0.00010021288185119884
2022.0,4853476.506496375,44404494.58670903,1.2297556202641132e-05,0.00011251043805383998
2022.25,4832952.244146505,49237446.83085553,1.2245552598744535e-05,0.0001247559906525845
2022.5,4812291.988526129,54049738.81938166,1.2193204420214685e-05,0.0001369491950727992
2022.75,4791493.702460099,58841232.521841764,1.2140506505333822e-05,0.00014908970157813303
2023.0,4770555.321795706,63611787.84363747,1.2087453624029456e-05,0.0001611771552021625
2023.25,4749474.754870782,68361262.59850825,1.2034040476526673e-05,0.00017321119567868917
2023.5,4728249.881965971,73089512.48047422,1.1980261691960298e-05,0.00018519145737064946
2023.75,4706878.5547472,77796391.03522141,1.1926111826962272e-05,0.00019711756919761172
2024.0,4685358.595690453,82481749.63091187,1.1871585364204156e-05,0.00020898915456181588
2024.25,4663687.797497361,87145437.42840923,1.1816676710916363e-05,0.00022080583127273223
2024.5,4641863.922491757,91787301.350901,1.1761380197359206e-05,0.00023256721147009145
2024.75,4619884.702005126,96407186.05290613,1.1705690075265731e-05,0.00024427290154535716
2025.0,4597747.8357445765,101004933.8886507,1.1649600516240345e-05,0.0002559225020615975
2025.25,4575450.99114698,105580384.87979768,1.1593105610122331e-05,0.0002675156076717198
2025.5,4552991.802714383,110133376.68251206,1.1536199363301957e-05,0.00027905180703502176
2025.75,4530367.871336257,114663744.55384831,1.147887569700321e-05,0.000290530682732025
2026.0,4507576.763591765,119171321.31744008,1.1421128445515913e-05,0.0003019518111775409
2026.25,4484616.011036029,123655937.3284761,1.1362951354387283e-05,0.0003133147625319282
2026.5,4461483.109467449,128117420.43794355,1.1304338078565506e-05,0.0003246191006104937
2026.75,4438175.518177417,132555595.95612097,1.1245282180498689e-05,0.0003358643827909924
2027.0,4414690.659179043,136970286.6153,1.1185777128180616e-05,0.000347050159919173
2027.25,4391025.916417384,141361312.5317174,1.1125816293149678e-05,0.0003581759762123227
2027.5,4367178.634960528,145728491.16667792,1.1065392948439275e-05,0.000369241369160762
2027.75,4343146.120165507,150071637.28684342,1.1004500266464406e-05,0.00038024586942722637
2028.0,4318925.636827076,154390562.9236705,1.0943131316864914e-05,0.00039118900074409127
2028.25,4294499.349380414,158685062.2730509,1.0881240908557566e-05,0.0004020702416526488
2028.5,4269746.321207603,162954808.59425852,1.0818522616889056e-05,0.0004128887642695379
2028.75,4244634.211803416,167199442.80606192,1.0754894498703766e-05,0.00042364365876824164
2029.0,4219156.1545416955,171418598.96060362,1.0690339155602643e-05,0.00043433399792384427
2029.25,4193265.604185668,175611864.5647893,1.0624738653015603e-05,0.00044495873657685985
2029.5,4166939.422444808,179778803.98723412,1.0558034364012486e-05,0.00045551677094087233
2029.75,4140172.6601999616,183918976.6474341,1.0490213748701349e-05,0.0004660069846895737
2030.0,4112960.293633623,188031936.9410677,1.0421264077922374e-05,0.00047642824876749606
2030.25,4085297.2226671446,192117234.16373485,1.0351172429288126e-05,0.00048677942119678417
2030.5,4057178.26936466,196174412.4330995,1.0279925683139485e-05,0.0004970593468799237
2030.75,4028598.176289219,200203010.60938874,1.0207510518380466e-05,0.0005072668573983041
2031.0,3999551.60481932,204202562.21420807,1.0133913408212735e-05,0.0005174007708065168
2031.25,3970033.133421304,208172595.34762937,1.0059120615758241e-05,0.0005274598914222751
2031.5,3940037.2558716116,212112632.603501,9.983118189554847e-06,0.0005374430096118299
2031.75,3909558.3794362755,216022190.98293728,9.905891958943611e-06,0.0005473489015707735
2032.0,3878590.823000861,219900781.80593812,9.827427529330481e-06,0.000557176329100104
