t,H,L,aH,aL
0.0,2.18,4.44,2.3,4.7
1.0,2.1785317447605994,4.443555120321043,2.2765422644259408,4.7308648768083525
2.0,2.177080099775274,4.447081416802634,2.274990937681822,4.734631455907158
3.0,2.1756447434605346,4.450579404983954,2.273458183235601,4.738365696549305
4.0,2.1742253633341764,4.45404958654635,2.271943602559189,4.742068236468317
5.0,2.172821655677116,4.457492449808627,2.270446809992611,4.745739693916242
6.0,2.171433325210731,4.460908470200331,2.268967432187629,4.749380668471664
7.0,2.170060084788868,4.464298110714171,2.267505107581466,4.75299174180541
8.0,2.168701655103714,4.467661822338694,2.266059485898666,4.756573478406637
9.0,2.1673577644048017,4.471000044472238,2.264630227679316,4.760126426271773
10.0,2.166028148230452,4.47431320531912,2.2632170038319286,4.763651117558583
11.0,2.1647125491509933,4.477601722268973,2.2618194952094615,4.7671480692075034
12.0,2.163410716523153,4.4808660022601,2.2604373922070287,4.770617783532229
13.0,2.1621224062550404,4.484106442127624,2.2590703943799815,4.774060748781345
14.0,2.1608473805811745,4.487323428937214,2.2577182100811153,4.777477439672767
15.0,2.1595854078470604,4.490517340305086,2.2563805561158565,4.780868317902536
16.0,2.158336262302817,4.493688544704967,2.2550571574143707,4.784233832629475
17.0,2.157099723905417,4.496837401762639,2.25374774671958,4.787574420937066
18.0,2.155875578129105,4.499964262538676,2.252452064290182,4.790890508273873
19.0,2.154663615783593,4.503069469799932,2.2511698576177883,4.794182508873666
20.0,2.153463632839665,4.506153358280321,2.249900881157396,4.797450826156418
21.0,2.1522754302618137,4.509216254931379,2.2486448960704246,4.800695853111194
22.0,2.151098813847584,4.512258479163102,2.2474016699796193,4.803917972661931
23.0,2.1499335940733104,4.515280343075509,2.2461709767351716,4.807117558017034
24.0,2.148779585945927,4.518282151681336,2.244952596191431,4.810294973003641
25.0,2.1476366088605863,4.521264203120298,2.2437463139936353,4.813450572387377
26.0,2.146504486463801,4.524226788865273,2.2425519213741323,4.816584702178341
27.0,2.145383046521866,4.527170193920789,2.2413692149575613,4.8196976999240775
28.0,2.1442721207943083,4.530094697014147,2.2401979965745533,4.822789894990147
29.0,2.1431715449121445,4.533000570779515,2.2390380730834747,4.825861608828978
30.0,2.1420811582607264,4.53588808193529,2.237889256199819,4.828913155237549
31.0,2.1410008038669663,4.538757491455034,2.23675136233284,4.831944840604505
32.0,2.139930328290752,4.541609054732259,2.2356242124290624,4.834956964147189
33.0,2.138869581520363,4.544443021739315,2.2345076318223254,4.8379498181391
34.0,2.137818416871716,4.547259637180648,2.2334014500900263,4.840923688128266
35.0,2.136776690891267,4.550059140640663,2.2323055009152633,4.843878853146925
36.0,2.135744263262425,4.552841766726403,2.2312196219545792,4.846815585912981
37.0,2.1347209967153087,4.55560774520529,2.230143654711042,4.849734153023576
38.0,2.133706756939716,4.5583573011381,2.2290774444123924,4.852634815141192
39.0,2.1327014125011723,4.561090655007401,2.228020839894035,4.8555178271726005
40.0,2.1317048347599195,4.5638080228416085,2.226973693486615,4.8583834384410105
41.0,2.130716897792727,4.56650961633486,2.225935860907991,4.861231892851716
42.0,2.12973747831741,4.569195642962867,2.224907201159382,4.86406342905154
43.0,2.1287664556199424,4.5718663060949085,2.2238875764254997,4.866878280582364
44.0,2.1278037114840544,4.574521805102115,2.222876851978481,4.86967667602899
45.0,2.126849130123221,4.577162335462194,2.221874896085455,4.872458839161618
46.0,2.12590259811494,4.579788088860743,2.2208815799195643,4.875224989073133
47.0,2.124964004337209,4.58239925328926,2.2198967774743013,4.877975340311467
48.0,2.1240332399071127,4.584996013140021,2.218920365481003,4.880710103007237
49.0,2.123110198121441,4.5875785492978896,2.217952223329364,4.883429482996848
50.0,2.122194774399256,4.590147039229234,2.216992232990841,4.886133681941279
51.0,2.1212868662263253,4.592701657068016,2.2160402789448184,4.888822897440718
52.0,2.1203863731013635,4.595242573699184,2.215096248107412,4.891497323145227
53.0,2.1194931964839987,4.597769956839462,2.2141600297628097,4.8941571488616065
54.0,2.118607239744406,4.600283971115636,2.2132315154970255,4.896802560656601
55.0,2.11772840811454,4.602784778140423,2.2123105991339793,4.899433740956625
56.0,2.1168566086409086,4.605272536586023,2.211397176673791,4.90205086864412
57.0,2.11599175013883,4.60774740225543,2.2104911462332106,4.904654119150701
58.0,2.115133743148115,4.610209528151583,2.2095924079880827,4.907243664547212
59.0,2.1142824998901277,4.612659064544446,2.2087008641177723,4.9098196736308255
60.0,2.1134379342261607,4.615096159036076,2.2078164187514644,4.9123823120092736
61.0,2.1125999616170987,4.617520956623765,2.2069389779162676,4.9149317421823735
62.0,2.1117684990842984,4.619933599761312,2.2060684494870433,4.9174681236209015
63.0,2.110943465171658,4.622334228418504,2.2052047431378954,4.919991612842951
64.0,2.110124779908827,4.624722980138856,2.2043477702952545,4.922502363487865
65.0,2.109312364775519,4.627099990095678,2.2034974440924895,4.925000526387835
66.0,2.1085061426668803,4.629465391146532,2.2026536793259943,4.9274862496372425
67.0,2.1077060378598875,4.631819313886117,2.2018163924126863,4.9299596786598485
68.0,2.1069119759807307,4.634161886697658,2.2009855013488613,4.932420956273911
69.0,2.1061238839731486,4.636493235802833,2.200160925670359,4.934870222755282
70.0,2.105341690067687,4.638813485310294,2.199342586413985,4.937307615898594
71.0,2.104565323751842,4.641122757262832,2.1985304060801396,4.9397332710765784
72.0,2.1037947157410626,4.643421171683227,2.1977243085966136,4.942147321297606
73.0,2.103029797950583,4.645708846618825,2.1969242192835012,4.944549897261488
74.0,2.102270503468052,4.647985898184896,2.196130064819196,4.946941127413637
75.0,2.101516766526937,4.650252440606795,2.1953417732074225,4.949321137997607
76.0,2.1007685224806765,4.65250858626098,2.194559273745271,4.9516900531061
77.0,2.100025707777552,4.6547544457149215,2.193782496992194,4.95404799473048
