t,H,L,aH,aL
0.0,2.0056,4.0548,2.3,4.7
1.0,2.004837835921399,4.0569483584056965,2.2559696473196613,4.732981314211134
2.0,2.0040816016586023,4.059086505553427,2.2545111455960556,4.736603233089435
3.0,2.0033312251373974,4.061214555319564,2.2530711412540616,4.740193331193659
4.0,2.0025866355564457,4.063332619671489,2.251649193068764,4.743752300360062
5.0,2.0018477633576857,4.065440808710249,2.250244876290418,4.7472808081022535
6.0,2.0011145401975887,4.067539230712017,2.2488577818031574,4.750779498799625
7.0,2.000386898919239,4.069627992168409,2.2474875153379545,4.754248994811689
8.0,1.999664773525204,4.071707197825688,2.2461336967356287,4.757689897523964
9.0,1.99894809915118,4.073776950722889,2.2447959592560864,4.761102788330447
10.0,1.9982368120403695,4.075837352228911,2.2434739489303004,4.764488229557364
11.0,1.9975308495185868,4.0778885020786,2.242167323951846,4.7678467653324095
12.0,1.996830149970046,4.079930498407863,2.2408757541050983,4.771178922403403
13.0,1.9961346528138275,4.081963437787834,2.2395989202274196,4.774485210909901
14.0,1.9954442984809868,4.083987415258139,2.2383365137029227,4.7777661251110555
15.0,1.994759028392296,4.086002524359263,2.2370882359855657,4.781022144072708
16.0,1.9940787849365835,4.088008857164084,2.2358537981495337,4.784253732316516
17.0,1.9934035114496709,4.09000650430856,2.234632920465035,4.787461340433612
18.0,1.9927331521938665,4.091995555021627,2.2334253319977706,4.790645405665183
19.0,1.9920676523380172,4.093976097154316,2.2322307702304984,4.793806352452096
20.0,1.99140695793809,4.095948217208121,2.231048980705207,4.796944592955624
21.0,1.990751015918264,4.0979120003626335,2.229879716684564,4.800060527551051
22.0,1.99009977405253,4.099867530502476,2.2287227388313755,4.803154545295917
23.0,1.989453180946764,4.101814890243547,2.2275778149049,4.806227024374465
24.0,1.9888111860212765,4.103754160958604,2.2264447194729655,4.809278332519762
25.0,1.9881737394938117,4.1056854228022,2.2253232336388686,4.812308827414857
26.0,1.987540792362984,4.107608754734999,2.224213144782172,4.815318857074237
27.0,1.986912296392148,4.109524234547487,2.223114246312522,4.818308760206741
28.0,1.986288204093672,4.1114319388830864,2.2220263374357105,4.82127886656108
29.0,1.98566846871362,4.113331943260712,2.220949222931241,4.824229497254891
30.0,1.985053044216815,4.115224322096765,2.2198827129407173,4.827160965088366
31.0,1.9844418852722867,4.117109148726595,2.2188266227664206,4.830073574843256
32.0,1.983834947239076,4.1189864954254345,2.217780772679481,4.832967623568156
33.0,1.9832321861523987,4.120856433428837,2.2167449877370875,4.835843400850763
34.0,1.9826335587101545,4.122719032952611,2.2157190976082326,4.838701189077879
35.0,1.9820390222597637,4.12457436321229,2.2147029364074977,4.841541263683811
36.0,1.981448534785332,4.126422492442127,2.2136963425364433,4.844363893387799
37.0,1.980862054895132,4.128263487913642,2.212699158532172,4.8471693404210665
38.0,1.98027954180938,4.13009741595374,2.211711230922682,4.849957860744037
39.0,1.9797009553483225,4.131924341962388,2.210732410088636,4.852729704254235
40.0,1.9791262559205984,4.133744330429895,2.2097625501312033,4.855485114985376
41.0,1.978555404511888,4.135557444953777,2.2088015087456614,4.858224331298063
42.0,1.9779883626738295,4.137363748255241,2.207849147100436,4.860947586062567
43.0,1.9774250925132049,4.13916330219528,2.2069053297213124,4.86365510683404
44.0,1.9768655566813715,4.140956167790409,2.2059699243805437,4.866347116020586
45.0,1.9763097183639544,4.1427424052280335,2.2050428019906065,4.869023831044528
46.0,1.9757575412707744,4.14452207388147,2.2041238365023696,4.87168546449718
47.0,1.9752089896260103,4.146295232324632,2.2032129048074522,4.8743322242875005
48.0,1.974664028158594,4.148061938346379,2.2023098866445627,4.876964313784862
49.0,1.9741226220928247,4.149822248964546,2.2014146645096258,4.87958193195626
50.0,1.973583121929852,4.151579618550175,2.2005271235695094,4.882185273498198
51.0,1.97304329953916,4.153338730076004,2.199647151579176,4.884774528963533
52.0,1.9725030728983035,4.155099758769136,2.198774638802094,4.887349884883479
53.0,1.9719624254193704,4.156862742404755,2.1979094779337593,4.889911523885016
54.0,1.971421340319224,4.158627719278593,2.197051564028174,4.892459624803913
55.0,1.9708798006141797,4.160394728220075,2.1962007944271416,4.8949943627935575
56.0,1.9703377891145333,4.162163808605844,2.1953570686922594,4.897515909429783
57.0,1.9697952884189267,4.163935000373706,2.1945202885394712,4.900024432811891
58.0,1.9692522809085424,4.165708344036981,2.1936903577760702,4.902520097659989
59.0,1.96870874874113,4.167483880699302,2.192867182240041,4.905003065408879
60.0,1.9681646738448528,4.16926165206986,2.19205066974163,4.907473494298571
61.0,1.967620037911941,4.171041700479126,2.1912407300070553,4.909931539461625
62.0,1.96707482239216,4.172824068895057,2.1904372746242506,4.91237735300743
63.0,1.9665290084860667,4.174608800939814,2.1896402169905604,4.914811084103555
64.0,1.9659825771380648,4.176395940907009,2.1888494722622993,4.9172328790543025
65.0,1.9654355090292368,4.178185533779495,2.188064957306096,4.91964288137657
66.0,1.964887784569946,4.17997762524774,2.1872865906519445,4.922041231873145
67.0,1.964339383892211,4.181772261728781,2.1865142924478933,4.924428068703531
68.0,1.963790286841826,4.183569490385809,2.1857479844162926,4.9268035274524085
69.0,1.963240472970228,4.185369359148388,2.184987589811553,4.929167741195828
70.0,1.9626899215260984,4.1871719167333525,2.1842330333793374,4.931520840565217
71.0,1.9621386114466828,4.188977212666397,2.183484241317127,4.933862953809313
72.0,1.961586521348828,4.190785297304394,2.1827411412361197,4.936194206854073
73.0,1.9610336295197095,4.192596221858476,2.182003662124388,4.9385147233606626
74.0,1.9604799139072515,4.194410038417893,2.181271734311263,4.940824624781596
75.0,1.959925352110213,4.1962267999747125,2.1805452894328785,4.943124030415087
76.0,1.9593699213679352,4.19804656044936,2.1798242603988447,4.945413057457702
77.0,1.958813598549733,4.19986937471707,2.1791085813599986,4.947691821055348
78.0,1.9582563601439087,4.201695298635262,2.1783981876771845,4.949960434352695
79.0,1.9576981822463837,4.203524389071901,2.1776930158910384,4.95221900854107
80.0,1.9571390405489129,4.20535670393487,2.1769930036927247,4.954467652904876
81.0,1.956578910326889,4.207192302202414,2.176298089895594,4.956706474866623
82.0,1.9560177664266905,4.209031243954696,2.1756082144077267,4.958935580030563
83.0,1.955455583252571,4.210873590406512,2.1749233182053263,4.961155072225059
84.0,1.9548923347530625,4.212719403941229,2.1742433433069377,4.963365053543655
85.0,1.9543279944068692,4.214568748145997,2.173568232748448,4.965565624384959
86.0,1.9537625352082328,4.216421687848284,2.172897930558853,4.967756883491333
87.0,1.9531959296517367,4.218278289153819,2.172232381736752,4.969938927986473
88.0,1.9526281497165316,4.220138619485987,2.17157153222755,4.972111853411878
89.0,1.9520591668499456,4.22200274762676,2.1709153289013354,4.9742757537622895
90.0,1.9514889519504597,4.22387074375923,2.1702637195314196,4.976430721520098
91.0,1.9509174753500016,4.225742679511824,2.169616652773502,4.9785768476887915
92.0,1.9503447067955488,4.22761862800429,2.168974078145445,4.980714221825435
93.0,1.9497706154299763,4.229498663895527,2.1683359460076415,4.982842932072259
94.0,1.9491951697721424,4.231382863433367,2.167702207543939,4.984963065187354
95.0,1.9486183376961463,4.233271304506396,2.167072814743124,4.98707470657452
96.0,1.948040086409736,4.2351640666979256,2.166447720380921,4.98917794031229
97.0,1.9474603824318124,4.237061231342213,2.1658268780025103,4.991272849182165
98.0,1.9468791915689845,4.238962881583065,2.1652102419055352,4.993359514696071
99.0,1.9462964788911268,4.240869102434933,2.164597767123583,4.995438017123083
100.0,1.9457122087058885,4.242779980846641,2.1639894094101275,4.997508435515426
101.0,1.945126344532092,4.244695605767875,2.163385125222915,4.999570847733777
102.0,1.944538849071968,4.246616068218604,2.1627848717087774,5.001625330471904
103.0,1.94394968418216,4.248541461361564,2.1621886066888627,5.003671959280651
104.0,1.9433590535549128,4.250471349709845,2.1615962886442657,5.005710808591292
105.0,1.94277086509094,4.252397187698817,2.161007876702043,5.007741951738275
106.0,1.9421868418181305,4.254315188849336,2.1604233306216107,5.009765460981376
107.0,1.9416069394665356,4.256225429466331,2.159842610781497,5.011781407527292
108.0,1.9410311144474692,4.258127984737521,2.1592656781664497,5.0137898615506575
109.0,1.9404593238396903,4.260022928755233,2.158692494354884,5.015790892214553
110.0,1.93989152537593,4.261910334537674,2.15812302150666,5.017784567690473
111.0,1.9393276774297603,4.263790274049698,2.1575572223511745,5.0197709551778
112.0,1.9387677390027869,4.265662818223065,2.156995060175767,5.021750120922791
113.0,1.93821166971216,4.267528036976218,2.1564364988144202,5.023722130237077
114.0,1.9376594297783916,4.269385999233585,2.155881502636753,5.025687047515739
115.0,1.9371109800134745,4.271236772944424,2.1553300365372925,5.027644936254886
116.0,1.9365662818092884,4.273080425101216,2.154782065925018,5.029595859068852
