,Case_1_H,Case_1_L,Case_2_H,Case_2_L,Case_3_H,Case_3_L,Case_4_H,Case_4_L,Case_5_H,Case_5_L,Case_6_H,Case_6_L
0,0.44507786714233655,0.5618321961222796,0.5795231338666988,0.7121482465667945,0.02880477630260584,0.027626842395019523,0.5261632472957802,0.6565489468242347,0.47286086802704097,0.5734541530923398,0.42831187656669995,0.5010361553130349
1,0.1755391655925702,0.2168853789239008,1.0741660354311078,1.2163442838946028,0.05623686019678654,0.03341977937828346,0.35000761961265947,0.4287189134611071,0.8112603255575276,1.0170505970839077,0.4850644412771616,0.5790692881293982
2,0.17441319194636296,0.08279026299800624,0.4450841270480882,0.4423258978601671,0.7583204390951703,0.796720303469252,1.0566189063771412,1.592094815906348,0.40214507032244556,0.5792548617121849,0.08174366015522344,0.1573760569985821
3,0.24453448521501525,0.38557299754648333,1.2401133141135094,1.43863035809378,1.6212827438098862,2.140539099617972,0.4656462849019509,0.7313455888858585,0.10966991302780724,1.4618909105015585,2.548379080993497,1.8576652780753087
4,1.428449637971812,0.18207653742963215,0.2437005836172846,1.7348052541197483,0.43420728945848297,1.6262347736676588,0.4930574855002627,0.476807476268604,1.6242374503581833,0.05046731758787269,1.5025855784132838,1.5891070096298827
5,1.0878071165776282,0.3358068116162722,0.33742090005665637,0.11132246595846429,0.6786360607980696,1.4084081399856538,3.5503958120909402,0.635129232301373,1.0571091543460618,1.2609447092996087,1.306342934853403,0.5823236206585704
6,0.19206588616204626,0.26472338279484586,2.630185373319664,0.8180715648883286,2.8144364413819147,1.8925457593986617,0.4299180892147479,0.7394669422119852,0.5410394598595546,0.2126441992660863,2.4221082166495758,1.2652944150861611
7,1.232653392211806,0.7227702278039048,0.3997704528077472,0.1486261960447556,0.820470381693111,0.6643392997088392,4.7687102130461385,0.10448877752401989,1.9683735603349308,1.3002156269967426,0.6537549832652652,1.1071664760116122
8,0.12755315707947099,0.24751876022893302,2.4012222156137444,1.632089149180188,1.6558446963892466,1.1086191598971398,0.021436275882947078,0.05791950076344089,2.5778446415298304,0.1367288878800034,1.839562825807008,1.1856936330617927
9,1.6126271864137294,0.6206851485506161,2.243863454912798,0.2592590755184929,1.9848740082876855,1.152941031692379,1.9161617121642285,0.7089997968989159,0.3101332312742258,0.07292963208946052,2.806390712119799,1.1308326141510732
10,0.8916871717149073,0.0035027764384081756,1.8419958178831564,0.8514265774609018,0.7324484217655537,0.8656595637576144,3.558192973847269,0.2670042967139411,1.024146012717332,0.07300371343173884,1.2938092116156004,1.299461608105861
11,1.3575789183009188,0.4403945198188406,1.9404156082728174,0.025200431015902993,1.080257344113279,1.4688882615668917,3.5585137181489612,0.5138895629364745,2.6141432263118975,0.09406897050103175,1.774806777549213,1.1524948144370832
12,0.6262391408236473,0.060164697507670506,1.0685684443252843,1.658645811405317,1.2585265145264963,0.8927358258538517,3.2841908651735285,0.11443466270292979,0.42317174282579295,0.0949266099747796,0.01878758874125343,0.7299696944688292
13,1.9676212230631736,0.605823017178231,1.4908667106667468,0.7870563754019791,1.5297442594642612,1.016449608700699,2.8038821517752304,0.0499462821006691,0.9528241809971832,0.711807393474182,1.208816133254346,1.1127163721651894
14,1.5790208691121193,0.4041706380585176,2.28093298108931,0.26915083770748804,0.019275765693486345,0.9447183568929519,3.097279189480134,0.4089206933525152,1.5241817010720533,0.9330484294672637,1.2195890386319657,0.34582889243287224
15,1.873436947607449,0.1497012928560007,0.5165869958302087,0.5896601993076243,1.7749806429197372,0.528950772674823,3.111386195921163,0.12920089852819858,1.195165377275637,1.52527527746435,0.4938137134533722,1.584592964032102
16,1.2564477662558342,0.1665877103394916,2.9620140878652066,0.3031927398495884,0.6955337197112429,0.9805660914669387,2.297568045114752,0.10131541188010973,0.37919746472838106,0.722173386767448,1.4784318046172524,1.0933855347740735
17,2.2217597209784246,0.24794042142248346,1.3273760308499993,0.9423738022901954,1.4671676862006864,0.9877670833261922,3.291332060530773,0.4259672282917278,2.6077217428896264,1.4723340136257432,0.6456859254137036,1.2972197741184937
18,3.2065093807017866,0.1534940124783533,3.109368320311651,0.8216073584295512,0.9988649594318163,1.1108852644341047,5.494367565823096,0.45612041923601476,0.3383369122773101,0.17580188086408566,2.761766749292577,1.2452420237735418
