t,H,L,aH,aL
0.0,2.18,4.44,2.3,4.7
1.0,2.177515195318207,4.44567866365549,2.2912443685714554,4.706884346269731
2.0,2.1750767457125644,4.451276055145309,2.2884886459174925,4.713094928876299
3.0,2.1726831197046064,4.45679467261847,2.285789870773642,4.719207111555068
4.0,2.170332859676426,4.462236899287786,2.2831458298513825,4.725224423185275
5.0,2.1680245772164883,4.467605010423286,2.280554440826158,4.731150194791361
6.0,2.165756948825451,4.47290117981943,2.278013741864209,4.7369875747355445
7.0,2.1635287119491577,4.478127485783079,2.275521882206461,4.742739542425911
8.0,2.1613386613093666,4.483285916684326,2.27307711368072,4.748408920716091
9.0,2.1591856455058487,4.488378376108039,2.2706777830317453,4.753998387148021
10.0,2.1570685638661597,4.4934066876402,2.2683223249741418,4.759510484168739
11.0,2.1549863635217625,4.498372599319758,2.266009255885913,4.764947628434761
12.0,2.152938036691301,4.503277787783735,2.2637371680714256,4.770312119302837
13.0,2.150922618153673,4.508123862130683,2.2615047245318136,4.775606146593318
14.0,2.148939182895251,4.5129123675252085,2.259310654188719,4.780831797701667
15.0,2.1469868439170536,4.517644788564179,2.2571537475140113,4.785991064124433
16.0,2.1450647501890274,4.522322552423315,2.2550328525239167,4.79108584745807
17.0,2.143172084739759,4.526947031801204,2.2529468711009413,4.796117964922198
18.0,2.1413080628710284,4.531519547676221,2.2508947556113044,4.8010891544529315
19.0,2.1394719304875465,4.53604137189049,2.24887550578927,4.806001079406805
20.0,2.1376629625330934,4.540513729573779,2.246888165863047,4.810855332911318
21.0,2.135880461525037,4.544937801419122,2.244931821899699,4.815653441894231
22.0,2.134123756179909,4.549314725820945,2.2430055993489812,4.820396870820308
23.0,2.1323922001233457,4.55364560088558,2.2411086607681807,4.825087025161205
24.0,2.130685170678262,4.557931486323217,2.2392402037119035,4.829725254621539
25.0,2.1290020677256463,4.562173405229623,2.2373994587724275,4.834312856141876
26.0,2.127342312632822,4.566372345765252,2.2355856877577085,4.838851076697258
27.0,2.1257053472444456,4.570529262738796,2.233798181995394,4.8433411159081405
28.0,2.1240906329318934,4.574645079101622,2.232036260752395,4.84778412847887
29.0,2.122497649697034,4.578720687359097,2.230299269760523,4.85218122647756
30.0,2.120925895326704,4.582756950904267,2.2285865798396562,4.856533481469729
31.0,2.1193748845944844,4.586754705279001,2.2268975856106743,4.860841926517115
32.0,2.117844148506651,4.590714759367288,2.2252317042911267,4.865107558051906
33.0,2.1163332335893887,4.5946378965250245,2.2235883745672487,4.869331337635794
34.0,2.114841701214611,4.598524875650331,2.2219670555365125,4.873514193612375
35.0,2.1133691269618917,4.602376432198121,2.220367225715409,4.877657022660733
36.0,2.1119151000142224,4.606193279142375,2.218788382107631,4.881760691257304
37.0,2.1104792225854774,4.609976107889334,2.2172300393282436,4.8858260370526105
38.0,2.109061109377595,4.613725589144604,2.215691728779804,4.889853870168787
39.0,2.107660387065668,4.617442373736922,2.214172997876718,4.89384497442345
40.0,2.1062766938092228,4.6211270934011885,2.212673409314463,4.8978001084849225
41.0,2.104909678788126,4.624780361523147,2.2111925403805417,4.901720006963494
42.0,2.1035590017616275,4.628402773847961,2.2097299823043275,4.905605381442943
43.0,2.1022243326491883,4.631994909154772,2.208285339643141,4.9094569214563135
44.0,2.1009053511318063,4.635557329899177,2.20685822970216,4.913275295409558
45.0,2.099601746272656,4.639090582825465,2.205448281985904,4.917061151456395
46.0,2.098313216155929,4.642595199550281,2.2040551376792514,4.920815118327519
47.0,2.0970394675428423,4.646071697119335,2.202678449156061,4.92453780611701
48.0,2.095780215543843,4.649520578538617,2.20131787951365,4.9282298070286314
49.0,2.094535183306106,4.6529423332815325,2.1999731021314917,4.931891696084437
50.0,2.093304101715476,4.656337437773239,2.198643800252624,4.935524031798053
51.0,2.0920867091120674,4.659706355853419,2.197329666586358,4.939127356814697
52.0,2.09088275101877,4.663049539218636,2.196030402931,4.942702198519938
53.0,2.089691979881972,4.666367427845336,2.1947457198153657,4.946249069619044
54.0,2.0885141548238475,4.669660450394519,2.1934753361579693,4.949768468688627
55.0,2.08734904140559,4.672929024599012,2.1922189789428446,4.953260880702173
56.0,2.0861964114010263,4.67617355763426,2.190976382911019,4.956726777530952
57.0,2.085056042580062,4.679394446473444,2.1897472902667383,4.960166618421717
58.0,2.083927718501459,4.682592078227737,2.188531450397595,4.963580850452443
59.0,2.082811228314461,4.685766830472429,2.187328619607771,4.96696990896738
60.0,2.0817063665688247,4.68891907155963,2.1861385608636574,4.970334217992509
61.0,2.080612933032823,4.692049160918204,2.18496104355117,4.973674190632471
62.0,2.079530732518839,4.69515744934156,2.1837958432440985,4.976990229449987
63.0,2.07845957471616,4.698244279263883,2.1826427414829075,4.980282726828685
64.0,2.077399274030623,4.70130998502536,2.181501525563413,4.983552065320193
65.0,2.0763496494307847,4.704354893126935,2.1803719883348096,4.986798617976346
66.0,2.0753105243002885,4.707379322475063,2.1792539280065455,4.990022748667271
67.0,2.074281726296143,4.710383584616965,2.1781471479635965,4.993224812386051
68.0,2.0732630872126223,4.713367983966787,2.1770514565896804,4.996405155540691
69.0,2.0722544428505314,4.716332818023117,2.175966667098019,4.999564116233973
70.0,2.071255632891576,4.719278377578228,2.174892597369258,5.002702024531854
71.0,2.070266500777608,4.722204946919442,2.1738290697961724,5.005819202720938
