t,H,L,1H,1L,2H,2L,3H,3L,4H,4L,5H,5L,6H,6L,7H,7L,8H,8L,9H,9L,10H,10L,aH,aL
0.0,2.18,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,4.6
0.25,2.180000224493988,4.4399988044410135,2.309752439311854,4.597716184811845,2.316528595784822,4.603061846042673,2.3017450415553578,4.5955319478032,2.2729865289884845,4.604542150942029,2.287881354760956,4.601786436905387,2.2975066703811895,4.589104391652184,2.299293849330853,4.6215544355861935,2.2945524436180817,4.615208995600731,2.307917523702706,4.5953806664784596,2.2953000069276586,4.59738968981179,2.298346445436196,4.60212767456345
0.5,2.180000442878168,4.439997611753863,2.3098326036028167,4.597495922360513,2.3166032706648636,4.602851537957173,2.3018356983001307,4.595290628665796,2.2731283836411813,4.604191309219745,2.2879992466690933,4.601486973540883,2.297597522915245,4.5888641837933815,2.299414038623696,4.621245505455799,2.294673488834166,4.614899763818295,2.3079982530165,4.595159800954844,2.295402473670132,4.597123477951214,2.2984484979937827,4.601860910371765
0.75,2.1800006551635,4.439996421915697,2.3099124081047635,4.597276436500361,2.316677600142586,4.602641972475436,2.301925964754685,4.595050158425205,2.27326970719984,4.603841668477608,2.2881166686248595,4.6011885531454,2.2976879881130357,4.588624818612536,2.2995337392270234,4.620937660743774,2.2947940472331303,4.614591614329693,2.308078622027072,4.5949397134568155,2.295504515050819,4.596858199331205,2.2985501260477816,4.601595079549803
1.0,2.180000861360906,4.4399952349037415,2.3099918540348447,4.597057724408171,2.316751585410872,4.602433146854072,2.3020158421957038,4.594810534070943,2.2734105011391175,4.603493224900524,2.2882336220445954,4.600891172222322,2.2977780672333945,4.588386293138364,2.2996529526319063,4.620630897765465,2.294914120286559,4.614284543488876,2.308158631948777,4.594720401164683,2.2956061324127264,4.5965938507233925,2.2986513309338497,4.601330178873682
1.25,2.1800010614812764,4.439994050695293,2.3100709426071355,4.596839783269311,2.3168252276594385,4.60222505835828,2.302105331896929,4.594571752601236,2.2735507669318715,4.603145974681992,2.2883501083421707,4.600594827283946,2.29786776153228,4.588148604408114,2.2997716803268013,4.620325212845719,2.29503370946351,4.613978547659087,2.3082382839929227,4.594501861267296,2.295707327096092,4.596330428908252,2.298752113984915,4.6010662051283235
1.5,2.180001255535467,4.439992869267723,2.3101496750326347,4.596622610277718,2.3168985280748413,4.602017704261835,2.3021944351291572,4.594333811023007,2.2736905060491464,4.6027999140240965,2.2884661289289774,4.600299514851482,2.2979570722627756,4.587911749467558,2.299889923797541,4.620020602318881,2.2951528162305084,4.6136736232128595,2.3083175793677704,4.594284090962021,2.2958081004383804,4.596067930675097,2.298852476531173,4.600803155107455
1.75,2.1800014435343,4.439991690598476,2.310228052519265,4.59640620263589,2.3169714878404717,4.601811081847069,2.302283153160238,4.594096706351866,2.273829719960159,4.60245503913752,2.28858168521392,4.600005231455044,2.2980460006750842,4.587675725370979,2.3000076845273245,4.619717062528787,2.295271442051535,4.613369766532007,2.308396519278533,4.594067087454734,2.295908453774275,4.595806352822067,2.2989524199000804,4.600541025613596
2.0,2.180001625488561,4.4399905146650696,2.3103060762718735,4.596190557554868,2.3170441081365607,4.601605188404859,2.3023714872550705,4.593860435612098,2.273968410132287,4.602111346241535,2.288696778603407,4.5997119736336485,2.2981345480165287,4.58744052918116,2.300124963996708,4.619414589828757,2.2953895883880167,4.613066974007624,2.308475104927376,4.593850847959804,2.296008388435676,4.595545692156124,2.2990519454163505,4.600279813458048
2.25,2.180001801409007,4.439989341445094,2.31038374749223,4.595975672254221,2.317116390140178,4.601400021234604,2.3024594386756023,4.593624995836648,2.274106578031052,4.60176883156401,2.2888114105013426,4.599419737935206,2.2982227155315473,4.587206157969372,2.3002417636835957,4.619113180581595,2.2955072566988175,4.612765242040077,2.3085533375134166,4.59363536970008,2.2961079057516938,4.59528594549304,2.2991510544019476,4.600019515460885
2.5,2.180001971306357,4.439988170916212,2.310461067379029,4.595761543962034,2.317188335025234,4.601195577644218,2.3025470086808273,4.593390384067114,2.27424422512011,4.601427491341413,2.288925582309119,4.599128520916522,2.298310504461692,4.586972608815363,2.3003580850632304,4.618812831159576,2.29562444844023,4.612464567039005,2.3086312182327227,4.593420649906875,2.2962070070486438,4.595027109657389,2.299249748176084,4.599760128450951
2.75,2.180002135191299,4.43998700305616,2.310538037127887,4.59554816991489,2.3172599439624815,4.600991854950108,2.3026341985267815,4.593156597353731,2.274381352861236,4.601087321818806,2.289039295425607,4.598838319143282,2.298397916045626,4.586739878807347,2.3004739296081844,4.618513537944451,2.295741165065965,4.6121649454233085,2.3087087482783137,4.593206685819952,2.296305693650043,4.594769181482537,2.2993480280552125,4.599501649265841
3.0,2.180002293074486,4.439985837842745,2.3106146579313456,4.59533554735786,2.317331218119515,4.600788850477158,2.3027210094665427,4.592923632755362,2.2745179627143117,4.600748319249853,2.2891525512471484,4.598549129190058,2.298484951519123,4.58650796504199,2.3005892987883505,4.618215297327432,2.295857408027143,4.611866373621149,2.3087859288401615,4.592993474687513,2.2964039668766048,4.594512157810634,2.2994458953530246,4.5992440747519
