t,H,L,1H,1L,2H,2L,3H,3L,4H,4L,5H,5L,6H,6L,7H,7L,8H,8L,9H,9L,10H,10L,aH,aL
0.0,2.18,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,4.6
0.25,2.180000224493988,4.4399988044410135,2.296317973985767,4.608942605507741,2.3006793050716894,4.613278849062568,2.315969640096679,4.594165132487174,2.293957551684344,4.620938603734282,2.2845625129597815,4.590977819215498,2.303302152555528,4.609891988038522,2.299084168745317,4.598657471450662,2.315205315172931,4.597788524525362,2.304718031803813,4.614854494154027,2.2838789627467717,4.588849415472874,2.299767561482262,4.603834490364871
0.5,2.180000442878168,4.439997611753863,2.2964302600643305,4.608653208076376,2.3007892649965584,4.612993285588692,2.3160360298363045,4.593973835138578,2.2940850352338664,4.620614465687972,2.284674869793362,4.590692476760377,2.303404738192649,4.609622577206996,2.299182082185143,4.5984004105716965,2.315276710340039,4.597586170243654,2.3048233816739576,4.614578160103638,2.2839902774812626,4.588566748261295,2.2998692649797476,4.603568133763927
0.75,2.1800006551635,4.439996421915697,2.2965420866919923,4.60836482567851,2.3008987691562455,4.612708727097848,2.316102105188662,4.593783209631256,2.2942120115035136,4.620291460615979,2.2847867780056963,4.590408126184467,2.3035068907641834,4.6093541162537885,2.2992795824575434,4.598144253095987,2.3153477732159202,4.597384528675247,2.3049282876756565,4.614302801443598,2.2841011476636277,4.5882850632292875,2.299970543232304,4.603302711190597
1.0,2.180000861360906,4.4399952349037415,2.2966534552897087,4.608077454845291,2.3010078189771015,4.612425170124338,2.316167867257115,4.5935932534561505,2.2943384820024444,4.619969584737726,2.2848982389594155,4.590124764151946,2.3036086116533085,4.609086601858538,2.2993766708876446,4.597888995862846,2.3154185049538256,4.597183597179475,2.3050327512208786,4.614028414770823,2.2842115746460028,4.588004357071905,2.3000713975847447,4.603038219405904
1.25,2.1800010614812764,4.439994050695293,2.2967643672757565,4.607791092117035,2.3011164158826984,4.612142611211773,2.3162333171419403,4.593403964112284,2.294464448237413,4.619648834282023,2.285009254014655,4.58984238733563,2.3037099022403043,4.608820030710095,2.2994733487977093,4.597634635720447,2.3154889067038877,4.596983373124021,2.305136773718697,4.613754996691597,2.2843215597780246,4.587724626492787,2.3001718293791087,4.602774655179769
1.5,2.180001255535467,4.439992869267723,2.2968748240657257,4.607505734043226,2.301224561293822,4.611861046913074,2.3162984559403315,4.593215339106738,2.29458991171276,4.6193292054870625,2.285119824529048,4.589560992416975,2.3038107639025474,4.608554399506514,2.299569617507131,4.597381169525822,2.315558979613121,4.596783853884899,2.305240356575284,4.613482543821561,2.2844311044068237,4.587445868204153,2.3002718399546596,4.602512015291003
1.75,2.1800014435343,4.439991690598476,2.29698482707251,4.607221377182507,2.301332256628465,4.6115804737904575,2.316363284746402,4.593027375954644,2.294714873930399,4.619010694600419,2.285229951857715,4.589280576086064,2.3039111980145064,4.608289704955046,2.2996654783324324,4.597128594144845,2.315628724825422,4.596585036846437,2.3053435011939034,4.613211052785709,2.284540209877018,4.587168078926795,2.3003714306478775,4.602250296527292
2.0,2.180001625488561,4.4399905146650696,2.2970943777063026,4.606938018102671,2.30143950330182,4.6113008884154345,2.3164278046511857,4.5928400721791585,2.2948393363898067,4.618693297879045,2.28533963735326,4.589001135041603,2.3040112059477367,4.608025943772128,2.2997609325872572,4.5968769064522235,2.315698143481573,4.596386919401264,2.3054462089749057,4.612940520218373,2.284648877530704,4.586891255390077,2.3004706027924553,4.601989495685197
2.25,2.180001801409007,4.439989341445094,2.2972034773745853,4.606655653380659,2.301546302726273,4.611022287368797,2.316492016742641,4.592653425311454,2.294963300588012,4.618377011589268,2.2854488823657606,4.58872266599092,2.304110789070875,4.60776311268337,2.2998559815823705,4.59662610333149,2.3157672367192426,4.5961894989502925,2.3055484813157228,4.612670942763221,2.284757108707453,4.586615394331921,2.300569357719293,4.60172960957014
2.5,2.180001971306357,4.439988170916212,2.297312127482124,4.606374279602549,2.301652656311396,4.610744667240615,2.3165559221056524,4.592467432890695,2.2950867680195843,4.618061832006786,2.2855576882427635,4.588445165649951,2.3042099487496346,4.607501208423549,2.2999506266256518,4.59637618167499,2.3158360056729865,4.595992772902701,2.3056503196108618,4.612402317073241,2.284864904744303,4.586340492498808,2.300667696756496,4.601470634996388
2.75,2.180002135191299,4.43998700305616,2.2974203294309614,4.606093893363549,2.3017585654639414,4.610468024630224,2.316619521822034,4.592282092464026,2.295209740176624,4.617747755416668,2.2856660563292763,4.5881686307432386,2.304308686346801,4.6072402277365985,2.3000448690220927,4.596127138383873,2.3159044514742506,4.59579673867592,2.305751725251899,4.612134639810735,2.2849722669757493,4.586066546645766,2.300765621229363,4.6012125687870595
3.0,2.180002293074486,4.439985837842745,2.297528084620408,4.605814491267994,2.3018640315878347,4.61019235614622,2.3166828169705305,4.592097401586553,2.2953322185487504,4.6174347781133465,2.2857739879677608,4.587893058003926,2.304407003222226,4.6069801673756,2.3001387100737927,4.595878970368081,2.3159725752513727,4.595601393695616,2.305852699627475,4.61186790764731,2.285079196733743,4.585793553536368,2.30086313246039,4.6009554077741015
3.25,2.1800024449665387,4.439984675253845,2.297635394447037,4.605536069929332,2.3019690560841686,4.6099176584064505,2.316745808626822,4.591913357821328,2.2954542046230935,4.617122896400614,2.285881484498126,4.587618444173749,2.304504900732824,4.606721024102768,2.3002321510799555,4.595631674546338,2.3160403781295833,4.59540673539567,2.3059532441232897,4.611602117263867,2.285185695347681,4.585521509942723,2.3009602317692583,4.600699148798284
3.5,2.1800025908780443,4.4399835152674125,2.297742260304678,4.605258625970125,2.3020736403511965,4.609643928038007,2.316808497863525,4.59172995873933,2.295575699884281,4.616812106591626,2.2859885472577224,4.58734478600303,2.3046023802325677,4.606462794689446,2.300325193336886,4.595385247846139,2.316107861231008,4.5952127612181695,2.306053360122097,4.611337265350591,2.2852917641444006,4.585250412645469,2.301056920472836,4.600443788709194
3.75,2.180002730819557,4.43998235786147,2.2978486835844096,4.604982156022032,2.302177785784327,4.609371161677214,2.316870885750196,4.591547201919448,2.295696705814431,4.616502405008886,2.2860951775813354,4.587072080250669,2.304699443072482,4.606205475916092,2.300417838137987,4.595139687203742,2.3161750256746703,4.595019468613383,2.306153049003699,4.6110733486069435,2.2853974044481737,4.584980258433768,2.3011531998851704,4.600189324365218
4.0,2.180002864801598,4.439981203014111,2.2979546656745518,4.60470665672581,2.302281493776116,4.609099355969625,2.316932973353334,4.591365084948467,2.2958172238931382,4.616193787984251,2.2862013768011784,4.586800323684143,2.3047960906006417,4.605949064572272,2.300510086773755,4.594894989564153,2.3162418725764917,4.594826855039753,2.306252312144941,4.610810363741652,2.2855026175807,4.5847110441052985,2.3012490713174847,4.5999357526335425
4.25,2.180002992834656,4.439980050703499,2.298060207960661,4.6044321247313,2.3023847657162633,4.608828507570009,2.3169947617363835,4.5911836054210475,2.295937255597468,4.615886251858924,2.2863071462468865,4.586529513079493,2.3048923241621657,4.605693557456643,2.3006019405317772,4.594651151881118,2.3163084030492955,4.59463491796387,2.3063511509197085,4.610548307472697,2.2856074048611013,4.584442766466246,2.301344536078171,4.599683070390135
4.5,2.1800031149291854,4.439978900907872,2.2981653118255236,4.604158556697424,2.3024876029916053,4.608558613142344,2.317056251959737,4.591002760939713,2.296056802401943,4.615579792983449,2.2864124872455105,4.586259645221322,2.304988145099214,4.605438951376952,2.3006934006967295,4.594408171117111,2.3163746182028087,4.594443654860464,2.306449566698919,4.610287176527306,2.2857117676059158,4.584175422331301,2.3014395954727904,4.599431274519739
4.75,2.180003231095611,4.439977753605534,2.298269978649149,4.603885949292173,2.302590006986109,4.60828966935981,2.317117445080739,4.590822549114826,2.296175865778537,4.615274407717708,2.2865174011215106,4.585990716902782,2.3050835547509814,4.605185243150016,2.3007844685503716,4.594166044243322,2.316440519143663,4.594253063212382,2.3065475608505204,4.610026967641942,2.285815707129091,4.583909008523647,2.3015342508040675,4.599180361915861
5.0,2.180003341344322,4.439976608774863,2.298374209808765,4.6036142991926,2.302691979080867,4.608021672904777,2.3171783421536873,4.590642967564578,2.2962944471966615,4.614970092430916,2.2866218891967516,4.585722724925574,2.3051785544536965,4.6049324296017184,2.300875145371545,4.593924768239649,2.316506106975398,4.594063140510577,2.3066451347394845,4.609767677562291,2.2859192247419804,4.583643521874957,2.3016285033718837,4.598930329480764
5.25,2.1800034456856765,4.439975466394304,2.298478006678809,4.603343603084815,2.302793520654092,4.607754620468796,2.3172389442298384,4.590464013914967,2.2964125481231585,4.614666843501616,2.286725952790495,4.585455666099936,2.305273145540616,4.604680507566995,2.3009654324361706,4.593684340094683,2.3165713827984633,4.5938738842540845,2.306742289727804,4.609509303043256,2.286022321753335,4.583378959225383,2.301722354473278,4.598681174125453
5.5,2.1800035441300007,4.439974326442375,2.2985813706309246,4.603073857663972,2.3028946330811113,4.607488508752594,2.317299252357408,4.590285685799784,2.2965301700222907,4.614364657317675,2.286829593219395,4.585189537244636,2.3053673293420216,4.604429473889822,2.3010553310172446,4.593444756805698,2.316636347710221,4.593685291950012,2.306839027174486,4.609251840848943,2.2861249994693,4.583115317423551,2.3018158054024407,4.598432892769668
5.75,2.180003636687588,4.43997318889766,2.2986843030339554,4.602805059634264,2.3029953177343607,4.607223334466059,2.317359267581576,4.590107980860594,2.296647314355732,4.61406353027628,2.2869328117974907,4.584924335186967,2.305461107185215,4.604179325423209,2.3011448423848373,4.593206015378642,2.316701002804947,4.59349736111352,2.30693534843555,4.60899528775265,2.2862272591934065,4.582852593326551,2.301908857450707,4.598185482341873
6.0,2.180003723368699,4.439972053738816,2.2987868052539384,4.602537205708913,2.3030955759833804,4.606959094328235,2.31741899094449,4.58993089674672,2.296763982582559,4.61376345878393,2.2870356098362037,4.584660056762738,2.3055544803945165,4.6039300590291825,2.301233967806089,4.592968112828121,2.316765349173836,4.593310089267803,2.307031254864022,4.608739640536861,2.28632910222657,4.582590783799933,2.3020015119065604,4.597938939779245
6.25,2.1800038041835634,4.439970920944568,2.2988888786540986,4.602270292610162,2.3031954091948097,4.606695785067311,2.317478423485266,4.589754431115225,2.296880176159241,4.6134644392564335,2.287137988644329,4.584396698816266,2.3056474502912594,4.603681671578781,2.301322708545208,4.592731046177392,2.316829387905,4.593123473944077,2.3071267478099315,4.608484895993228,2.2864305298670824,4.582329885717695,2.3020937700556225,4.597693262027657
6.5,2.1800038791423786,4.439969790493707,2.2989905245948443,4.602004317069265,2.3032948187323807,4.606433403420612,2.317537566239994,4.589578581630894,2.296995896539631,4.613166468118904,2.287239949528032,4.584134258200369,2.3057400181937875,4.603434159952038,2.3014110658634697,4.592494812458348,2.316893120083475,4.59293751268156,2.3072218286203063,4.608231050922568,2.286531543410607,4.582069895962278,2.302185633180653,4.597448446041684
6.75,2.180003948255309,4.439968662365099,2.2990917444337606,4.601739275826481,2.3033938059569152,4.6061719461345865,2.3175964202417414,4.589403345966217,2.297111145174958,4.612869541805752,2.2873414937908416,4.583872731776358,2.3058321854174517,4.603187521037976,2.3014990410192104,4.592259408711506,2.316956546791221,4.592752203027455,2.30731649863917,4.607978102134847,2.286632144150173,4.581810811424559,2.3022771025615443,4.597204488784574
7.0,2.1800040115324903,4.439967536537673,2.2991925395256048,4.601475165631062,2.3034923722263185,4.605911409964802,2.3176549865205547,4.5892287218013745,2.297225923513818,4.612573656760682,2.287442622733647,4.583612116414029,2.3059239532746068,4.602941751734589,2.3015866352678294,4.592024831985999,2.3170196691071254,4.592567542536934,2.307410759207537,4.607726046449171,2.2867323333761735,4.581552629003837,2.3023681794753217,4.596961387228248
7.25,2.180004068984023,4.439966412990429,2.299292911222301,4.601211983241247,2.3035905188955756,4.605651791675931,2.317713266103464,4.589054706824216,2.297340233002164,4.612278809436683,2.28754333765469,4.583352408991656,2.3060153230746083,4.6026968489488365,2.3016738498617832,4.59179107933956,2.317082488107006,4.592383528773121,2.3075046116634086,4.607474880693772,2.2868321123763566,4.581295345607832,2.3024588651961357,4.5967191383532855
7.5,2.1800041206199787,4.439965291702433,2.2993928608729353,4.600949725424249,2.303688247316746,4.605393088041741,2.317771260014487,4.588881298730246,2.2974540750832997,4.611984996296029,2.287643639849562,4.583093606395981,2.3061062961238097,4.602452809596629,2.301760686050586,4.591558147838514,2.3171450048636126,4.592200159307074,2.307598057341771,4.607224601706001,2.2869314824358224,4.581038958152674,2.3025491609952633,4.596477739148915
7.75,2.1800041664503955,4.439964172652822,2.2994923898237496,4.600688388956249,2.3037855588389586,4.605135295845088,2.317828969274631,4.588708495222603,2.297567451197869,4.611692213810269,2.287743530611198,4.582835705522208,2.306196873725558,4.602209630602818,2.3018471450808056,4.591326034557761,2.3172072204466314,4.59201743171777,2.3076910975745895,4.606975206332313,2.287030444837019,4.580783463562894,2.302639068141101,4.596237186612997
