t,H,L
0.0,0.68,7.44
1.0,0.6802999795271467,7.4399995414905264
2.0,0.6805998821219943,7.43999908328411
3.0,0.6808997077844473,7.439998625381474
4.0,0.6811994565144102,7.4399981677833456
5.0,0.6814991283117869,7.4399977104904504
6.0,0.6817987231764817,7.439997253503517
7.0,0.6820982411083982,7.439996796823274
8.0,0.6823976821074402,7.439996340450452
9.0,0.682697046173511,7.439995884385782
10.0,0.6829963333065139,7.439995428629997
11.0,0.6832955435063519,7.43999497318383
12.0,0.683594676772928,7.439994518048016
13.0,0.6838937331061447,7.43999406322329
14.0,0.6841927125059046,7.439993608710391
15.0,0.6844916149721101,7.439993154510056
16.0,0.6847904405046633,7.439992700623025
17.0,0.6850891891034662,7.4399922470500375
18.0,0.6853878607684204,7.439991793791837
19.0,0.6856864554994276,7.439991340849164
20.0,0.6859849732963892,7.4399908882227646
21.0,0.6862834141592064,7.4399904359133835
22.0,0.6865817780877802,7.439989983921767
23.0,0.6868800650820115,7.439989532248662
24.0,0.6871782751418009,7.439989080894818
25.0,0.6874764082670487,7.439988629860984
26.0,0.6877744644576553,7.439988179147912
27.0,0.6880724437135209,7.439987728756353
28.0,0.6883703460345453,7.439987278687062
29.0,0.6886681714206281,7.439986828940793
30.0,0.688965919871669,7.4399863795183006
31.0,0.6892635913875672,7.439985930420342
32.0,0.6895611859682219,7.439985481647676
33.0,0.6898587036135321,7.439985033201061
34.0,0.6901561443233964,7.439984585081257
35.0,0.6904535080977136,7.439984137289026
36.0,0.6907507949363818,7.439983689825131
37.0,0.6910480048392994,7.439983242690336
38.0,0.6913451378063643,7.439982795885405
39.0,0.6916421938374744,7.439982349411105
40.0,0.6919391729325273,7.439981903268203
41.0,0.6922360750914204,7.439981457457467
42.0,0.6925329003140509,7.439981011979667
43.0,0.6928296486003159,7.439980566835575
44.0,0.6931263199501123,7.439980122025962
45.0,0.6934229143633367,7.439979677551601
46.0,0.6937194318398856,7.439979233413267
47.0,0.6940158723796553,7.439978789611734
48.0,0.694312235982542,7.439978346147781
49.0,0.6946085226484414,7.439977903022184
50.0,0.6949047323772494,7.439977460235723
